0.3,ESP,18_24,province
0.3,ESP,18_24,region
0.2,ESP,18_24,city
0.2,ESP,18_24,country
0.3671332435803223,ESP,25_34,province
0.35387190242728145,ESP,25_34,region
0.17899485399239637,ESP,25_34,city
0.1,ESP,25_34,country
0.3671332435803223,ESP,35_44,province
0.35387190242728145,ESP,35_44,region
0.17899485399239637,ESP,35_44,city
0.1,ESP,35_44,country
0.3671332435803223,ESP,35_44,province
0.35387190242728145,ESP,35_44,region
0.17899485399239637,ESP,35_44,city
0.1,ESP,35_44,country
0.3671332435803223,ESP,45_54,province
0.35387190242728145,ESP,45_54,region
0.17899485399239637,ESP,45_54,city
0.1,ESP,45_54,country
0.3671332435803223,ESP,55_64,province
0.35387190242728145,ESP,55_64,region
0.17899485399239637,ESP,55_64,city
0.1,ESP,55_64,country
0.3671332435803223,ESP,65_above,province
0.35387190242728145,ESP,65_above,region
0.17899485399239637,ESP,65_above,city
0.1,ESP,65_above,country